Program	ref	query	algorithm	flags	elapsedTime	userTime	systemTime	maxResidentMemory	CPU
alnSeq	small	ramKiller	hirschberg	mid	2.37	2.37	0.00	1408	100%
alnSeq	small	ramKiller	hirschberg	fast	1.11	1.10	0.00	1408	100%
bio-align	small	ramKiller	hirschberg	NA	1.59	1.59	0.00	5888	100%
ssw_test	small	ramKiller	water	NA	0.06	0.06	0.00	7720	100%
python	small	ramKiller	blank	NA	0.04	0.01	0.01	14336	62%
sequence_align	small	ramKiller	hirschberg	NA	4.83	4.80	0.01	25132	99%
sequence_align	small	ramKiller	needle	NA	5.98	5.38	0.58	5547732	99%
biopython	small	ramKiller	needle	NA	2.37	2.28	0.50	383952	117%
alnSeq	small	ramKiller	needle	byte	2.14	2.11	0.03	346428	99%
alnSeq	small	ramKiller	needle	mid	1.67	1.64	0.03	346492	99%
alnSeq	small	ramKiller	needle	fast	0.68	0.64	0.03	346500	99%
alnSeq	small	ramKiller	water	byte	1.79	1.76	0.03	346520	100%
alnSeq	small	ramKiller	water	mid	1.49	1.47	0.02	346520	100%
alnSeq	small	ramKiller	water	fast	0.94	0.91	0.02	346420	99%
bio-align	small	ramKiller	needle	NA	1.48	1.27	0.20	2766592	99%
emboss	small	ramKiller	needle	NA	4.42	4.09	0.32	5541948	99%
emboss	small	ramKiller	water	NA	5.27	5.04	0.23	2779348	99%
alnSeq	small	ramKiller	needle	two-bit	2.58	2.54	0.04	87424	99%
alnSeq	small	ramKiller	water	two-bit	2.80	2.75	0.04	87424	99%
alnSeq	small	ramKiller	mem-water	byte	3.65	3.65	0.00	1152	100%
alnSeq	small	ramKiller	mem-water	mid	3.15	3.15	0.00	1152	100%
alnSeq	small	ramKiller	mem-water	fast	2.91	2.91	0.00	1152	100%
alnSeq	small	ramKiller	hirschberg	byte	2.67	2.66	0.00	1408	99%
alnSeq	small	ramKiller	hirschberg	mid	2.37	2.37	0.00	1408	100%
alnSeq	small	ramKiller	hirschberg	fast	1.11	1.10	0.00	1408	99%
bio-align	small	ramKiller	hirschberg	NA	1.58	1.58	0.00	5760	100%
ssw_test	small	ramKiller	water	NA	0.06	0.06	0.00	7844	98%
python	small	ramKiller	blank	NA	0.04	0.02	0.00	14336	62%
sequence_align	small	ramKiller	hirschberg	NA	4.86	4.81	0.01	25128	99%
sequence_align	small	ramKiller	needle	NA	5.98	5.40	0.55	5549264	99%
biopython	small	ramKiller	needle	NA	2.47	2.21	0.58	383840	113%
alnSeq	small	ramKiller	needle	byte	2.14	2.11	0.03	346436	100%
alnSeq	small	ramKiller	needle	mid	1.67	1.64	0.02	346416	99%
alnSeq	small	ramKiller	needle	fast	0.67	0.66	0.01	346496	99%
alnSeq	small	ramKiller	water	byte	1.79	1.76	0.03	346452	99%
alnSeq	small	ramKiller	water	mid	1.49	1.47	0.02	346504	100%
alnSeq	small	ramKiller	water	fast	0.94	0.91	0.02	346484	100%
bio-align	small	ramKiller	needle	NA	1.48	1.27	0.20	2766720	99%
emboss	small	ramKiller	needle	NA	4.28	3.86	0.41	5541872	99%
emboss	small	ramKiller	water	NA	5.28	5.05	0.22	2779368	99%
alnSeq	small	ramKiller	needle	two-bit	2.59	2.53	0.06	87296	100%
alnSeq	small	ramKiller	water	two-bit	2.80	2.75	0.05	87344	99%
alnSeq	small	ramKiller	mem-water	byte	3.64	3.64	0.00	1152	99%
alnSeq	small	ramKiller	mem-water	mid	3.16	3.15	0.00	1152	99%
alnSeq	small	ramKiller	mem-water	fast	2.91	2.90	0.00	1152	99%
alnSeq	small	ramKiller	hirschberg	byte	2.61	2.60	0.00	1408	99%
alnSeq	small	ramKiller	hirschberg	mid	2.37	2.36	0.00	1408	99%
alnSeq	small	ramKiller	hirschberg	fast	1.11	1.10	0.00	1408	100%
bio-align	small	ramKiller	hirschberg	NA	1.58	1.58	0.00	6016	100%
ssw_test	small	ramKiller	water	NA	0.06	0.06	0.00	7848	100%
python	small	ramKiller	blank	NA	0.04	0.01	0.01	14336	60%
sequence_align	small	ramKiller	hirschberg	NA	4.84	4.80	0.01	25236	99%
sequence_align	small	ramKiller	needle	NA	6.03	5.46	0.51	5550800	99%
biopython	small	ramKiller	needle	NA	2.39	2.29	0.53	383972	117%
alnSeq	small	ramKiller	needle	byte	2.14	2.11	0.03	346496	99%
alnSeq	small	ramKiller	needle	mid	1.67	1.64	0.03	346412	99%
alnSeq	small	ramKiller	needle	fast	0.68	0.67	0.00	346484	100%
alnSeq	small	ramKiller	water	byte	1.79	1.77	0.01	346432	99%
alnSeq	small	ramKiller	water	mid	1.49	1.46	0.03	346480	100%
alnSeq	small	ramKiller	water	fast	0.94	0.90	0.03	346400	100%
bio-align	small	ramKiller	needle	NA	1.48	1.27	0.21	2766720	99%
emboss	small	ramKiller	needle	NA	4.26	3.82	0.44	5541960	99%
emboss	small	ramKiller	water	NA	5.34	5.11	0.22	2779276	99%
alnSeq	small	ramKiller	needle	two-bit	2.61	2.57	0.03	87424	99%
alnSeq	small	ramKiller	water	two-bit	2.82	2.79	0.02	87424	99%
alnSeq	small	ramKiller	mem-water	byte	3.62	3.62	0.00	1152	99%
alnSeq	small	ramKiller	mem-water	mid	3.16	3.16	0.00	1152	99%
alnSeq	small	ramKiller	mem-water	fast	2.91	2.91	0.00	1152	99%
alnSeq	small	ramKiller	hirschberg	byte	2.63	2.63	0.00	1408	100%
alnSeq	small	ramKiller	hirschberg	mid	2.37	2.36	0.00	1408	99%
alnSeq	small	ramKiller	hirschberg	fast	1.11	1.10	0.00	1408	99%
bio-align	small	ramKiller	hirschberg	NA	1.57	1.56	0.00	6016	100%
ssw_test	small	ramKiller	water	NA	0.06	0.06	0.00	7716	100%
python	small	ramKiller	blank	NA	0.04	0.00	0.02	14336	70%
sequence_align	small	ramKiller	hirschberg	NA	4.83	4.80	0.01	25128	99%
sequence_align	small	ramKiller	needle	NA	5.99	5.38	0.58	5548752	99%
biopython	small	ramKiller	needle	NA	2.52	2.28	0.52	383972	111%
alnSeq	small	ramKiller	needle	byte	2.14	2.11	0.03	346520	100%
alnSeq	small	ramKiller	needle	mid	1.67	1.64	0.03	346476	99%
alnSeq	small	ramKiller	needle	fast	0.68	0.64	0.03	346416	100%
alnSeq	small	ramKiller	water	byte	1.79	1.77	0.02	346432	99%
alnSeq	small	ramKiller	water	mid	1.49	1.47	0.02	346508	100%
alnSeq	small	ramKiller	water	fast	0.94	0.91	0.02	346416	99%
bio-align	small	ramKiller	needle	NA	1.48	1.27	0.20	2766716	100%
emboss	small	ramKiller	needle	NA	4.26	3.81	0.44	5541904	99%
emboss	small	ramKiller	water	NA	5.42	5.22	0.20	2779288	99%
alnSeq	small	ramKiller	needle	two-bit	2.58	2.54	0.03	87424	99%
alnSeq	small	ramKiller	water	two-bit	2.80	2.73	0.06	87424	99%
alnSeq	small	ramKiller	mem-water	byte	3.64	3.64	0.00	1152	100%
alnSeq	small	ramKiller	mem-water	mid	3.16	3.15	0.00	1152	99%
alnSeq	small	ramKiller	mem-water	fast	2.91	2.91	0.00	1152	99%
alnSeq	small	ramKiller	hirschberg	byte	2.61	2.61	0.00	1408	100%
alnSeq	small	ramKiller	hirschberg	mid	2.37	2.36	0.00	1408	99%
alnSeq	small	ramKiller	hirschberg	fast	1.11	1.10	0.00	1408	99%
bio-align	small	ramKiller	hirschberg	NA	1.58	1.58	0.00	5712	100%
ssw_test	small	ramKiller	water	NA	0.06	0.06	0.00	7848	98%
python	small	ramKiller	blank	NA	0.04	0.02	0.00	14336	68%
sequence_align	small	ramKiller	hirschberg	NA	4.83	4.79	0.02	25136	99%
sequence_align	small	ramKiller	needle	NA	5.98	5.36	0.59	5550780	99%
biopython	small	ramKiller	needle	NA	2.39	2.28	0.51	383972	117%
alnSeq	small	ramKiller	needle	byte	2.15	2.12	0.02	346452	100%
alnSeq	small	ramKiller	needle	mid	1.67	1.65	0.02	346500	99%
alnSeq	small	ramKiller	needle	fast	0.68	0.61	0.06	346436	100%
alnSeq	small	ramKiller	water	byte	1.80	1.77	0.02	346520	100%
alnSeq	small	ramKiller	water	mid	1.49	1.47	0.01	346476	99%
alnSeq	small	ramKiller	water	fast	0.94	0.91	0.02	346464	99%
bio-align	small	ramKiller	needle	NA	1.48	1.27	0.20	2766720	99%
emboss	small	ramKiller	needle	NA	4.39	3.95	0.44	5541844	99%
emboss	small	ramKiller	water	NA	5.24	5.02	0.22	2779352	99%
alnSeq	small	ramKiller	needle	two-bit	2.60	2.55	0.05	87424	100%
alnSeq	small	ramKiller	water	two-bit	2.80	2.75	0.05	87424	99%
alnSeq	small	ramKiller	mem-water	byte	3.62	3.62	0.00	1152	100%
alnSeq	small	ramKiller	mem-water	mid	3.16	3.16	0.00	1152	99%
alnSeq	small	ramKiller	mem-water	fast	2.91	2.90	0.00	1152	99%
alnSeq	small	ramKiller	hirschberg	byte	2.62	2.62	0.00	1408	100%
alnSeq	small	ramKiller	hirschberg	mid	2.37	2.36	0.00	1280	99%
alnSeq	small	ramKiller	hirschberg	fast	1.11	1.11	0.00	1408	99%
bio-align	small	ramKiller	hirschberg	NA	1.56	1.56	0.00	5888	99%
ssw_test	small	ramKiller	water	NA	0.06	0.06	0.00	7720	100%
python	small	ramKiller	blank	NA	0.04	0.02	0.00	14336	65%
sequence_align	small	ramKiller	hirschberg	NA	4.86	4.83	0.01	25252	99%
sequence_align	small	ramKiller	needle	NA	5.98	5.39	0.56	5549780	99%
biopython	small	ramKiller	needle	NA	2.49	2.21	0.59	383696	112%
alnSeq	small	ramKiller	needle	byte	2.14	2.12	0.02	346516	99%
alnSeq	small	ramKiller	needle	mid	1.67	1.66	0.01	346480	99%
alnSeq	small	ramKiller	needle	fast	0.68	0.64	0.03	346444	99%
alnSeq	small	ramKiller	water	byte	1.80	1.77	0.02	346416	99%
alnSeq	small	ramKiller	water	mid	1.49	1.46	0.02	346524	100%
alnSeq	small	ramKiller	water	fast	0.94	0.91	0.02	346468	99%
bio-align	small	ramKiller	needle	NA	1.48	1.27	0.20	2766720	99%
emboss	small	ramKiller	needle	NA	4.26	3.84	0.42	5541916	99%
emboss	small	ramKiller	water	NA	5.41	5.20	0.20	2779336	99%
alnSeq	mid	small	needle	two-bit	0.14	0.13	0.00	5376	99%
alnSeq	mid	small	water	two-bit	0.15	0.15	0.00	5376	99%
alnSeq	mid	small	mem-water	byte	0.22	0.21	0.00	1024	99%
alnSeq	mid	small	mem-water	mid	0.19	0.19	0.00	1024	100%
alnSeq	mid	small	mem-water	fast	0.16	0.16	0.00	1024	100%
alnSeq	mid	small	hirschberg	byte	0.14	0.14	0.00	1024	100%
alnSeq	mid	small	hirschberg	mid	0.13	0.12	0.00	1024	99%
alnSeq	mid	small	hirschberg	fast	0.06	0.06	0.00	896	100%
bio-align	mid	small	hirschberg	NA	0.08	0.08	0.00	4736	100%
ssw_test	mid	small	water	NA	0.02	0.02	0.00	7296	100%
python	mid	small	blank	NA	0.03	0.01	0.00	12288	75%
sequence_align	mid	small	hirschberg	NA	0.29	0.28	0.00	12928	97%
sequence_align	mid	small	needle	NA	0.37	0.32	0.04	316680	97%
biopython	mid	small	needle	NA	0.33	0.50	0.28	53856	234%
alnSeq	mid	small	needle	byte	0.11	0.11	0.00	19604	99%
alnSeq	mid	small	needle	mid	0.09	0.09	0.00	19532	98%
alnSeq	mid	small	needle	fast	0.03	0.03	0.00	19632	100%
alnSeq	mid	small	water	byte	0.09	0.09	0.00	19636	100%
alnSeq	mid	small	water	mid	0.08	0.08	0.00	19572	100%
alnSeq	mid	small	water	fast	0.05	0.05	0.00	19620	100%
bio-align	mid	small	needle	NA	0.08	0.06	0.01	153732	98%
emboss	mid	small	needle	NA	0.28	0.26	0.02	317552	99%
emboss	mid	small	water	NA	0.31	0.29	0.01	167552	99%
alnSeq	mid	small	needle	two-bit	0.14	0.13	0.00	5376	100%
alnSeq	mid	small	water	two-bit	0.15	0.15	0.00	5376	100%
alnSeq	mid	small	mem-water	byte	0.21	0.21	0.00	1024	100%
alnSeq	mid	small	mem-water	mid	0.19	0.19	0.00	1024	100%
alnSeq	mid	small	mem-water	fast	0.16	0.16	0.00	1024	99%
alnSeq	mid	small	hirschberg	byte	0.14	0.14	0.00	1024	99%
alnSeq	mid	small	hirschberg	mid	0.13	0.13	0.00	1024	100%
alnSeq	mid	small	hirschberg	fast	0.06	0.06	0.00	896	100%
bio-align	mid	small	hirschberg	NA	0.08	0.08	0.00	4736	98%
ssw_test	mid	small	water	NA	0.02	0.01	0.00	7168	95%
python	mid	small	blank	NA	0.03	0.02	0.00	12288	74%
sequence_align	mid	small	hirschberg	NA	0.29	0.27	0.00	13056	96%
sequence_align	mid	small	needle	NA	0.37	0.32	0.04	315144	97%
biopython	mid	small	needle	NA	0.32	0.46	0.29	53864	237%
alnSeq	mid	small	needle	byte	0.11	0.11	0.00	19524	100%
alnSeq	mid	small	needle	mid	0.09	0.08	0.00	19580	98%
alnSeq	mid	small	needle	fast	0.03	0.03	0.00	19632	100%
alnSeq	mid	small	water	byte	0.09	0.09	0.00	19576	100%
alnSeq	mid	small	water	mid	0.08	0.07	0.00	19532	98%
alnSeq	mid	small	water	fast	0.05	0.05	0.00	19540	100%
bio-align	mid	small	needle	NA	0.08	0.07	0.01	153604	100%
emboss	mid	small	needle	NA	0.29	0.26	0.02	317516	99%
emboss	mid	small	water	NA	0.31	0.29	0.02	167624	99%
alnSeq	mid	small	needle	two-bit	0.14	0.13	0.00	5376	99%
alnSeq	mid	small	water	two-bit	0.15	0.14	0.00	5376	100%
alnSeq	mid	small	mem-water	byte	0.21	0.21	0.00	1024	100%
alnSeq	mid	small	mem-water	mid	0.19	0.18	0.00	1024	99%
alnSeq	mid	small	mem-water	fast	0.16	0.16	0.00	1024	99%
alnSeq	mid	small	hirschberg	byte	0.14	0.14	0.00	1024	100%
alnSeq	mid	small	hirschberg	mid	0.13	0.12	0.00	1024	99%
alnSeq	mid	small	hirschberg	fast	0.06	0.06	0.00	896	100%
bio-align	mid	small	hirschberg	NA	0.08	0.08	0.00	4864	100%
ssw_test	mid	small	water	NA	0.02	0.01	0.00	7168	95%
python	mid	small	blank	NA	0.03	0.02	0.00	12160	72%
sequence_align	mid	small	hirschberg	NA	0.29	0.28	0.00	12928	96%
sequence_align	mid	small	needle	NA	0.37	0.34	0.02	314124	97%
biopython	mid	small	needle	NA	0.32	0.45	0.30	53856	231%
alnSeq	mid	small	needle	byte	0.11	0.11	0.00	19604	100%
alnSeq	mid	small	needle	mid	0.09	0.08	0.00	19532	98%
alnSeq	mid	small	needle	fast	0.03	0.02	0.01	19544	100%
alnSeq	mid	small	water	byte	0.09	0.09	0.00	19536	98%
alnSeq	mid	small	water	mid	0.08	0.08	0.00	19624	100%
alnSeq	mid	small	water	fast	0.05	0.04	0.00	19608	100%
bio-align	mid	small	needle	NA	0.08	0.07	0.01	153732	98%
emboss	mid	small	needle	NA	0.28	0.24	0.04	317616	99%
emboss	mid	small	water	NA	0.32	0.29	0.02	167636	99%
alnSeq	mid	small	needle	two-bit	0.14	0.14	0.00	5376	99%
alnSeq	mid	small	water	two-bit	0.16	0.16	0.00	5376	100%
alnSeq	mid	small	mem-water	byte	0.21	0.21	0.00	1024	100%
alnSeq	mid	small	mem-water	mid	0.19	0.19	0.00	1024	100%
alnSeq	mid	small	mem-water	fast	0.16	0.16	0.00	1024	98%
alnSeq	mid	small	hirschberg	byte	0.14	0.14	0.00	1024	100%
alnSeq	mid	small	hirschberg	mid	0.13	0.13	0.00	1024	100%
alnSeq	mid	small	hirschberg	fast	0.06	0.06	0.00	896	100%
bio-align	mid	small	hirschberg	NA	0.08	0.08	0.00	4864	100%
ssw_test	mid	small	water	NA	0.02	0.02	0.00	7168	100%
python	mid	small	blank	NA	0.03	0.01	0.01	12288	75%
sequence_align	mid	small	hirschberg	NA	0.29	0.28	0.00	12928	96%
sequence_align	mid	small	needle	NA	0.37	0.32	0.04	315660	97%
biopython	mid	small	needle	NA	0.31	0.47	0.29	53864	240%
alnSeq	mid	small	needle	byte	0.11	0.11	0.00	19632	100%
alnSeq	mid	small	needle	mid	0.09	0.09	0.00	19632	98%
alnSeq	mid	small	needle	fast	0.04	0.03	0.00	19576	97%
alnSeq	mid	small	water	byte	0.10	0.09	0.00	19580	100%
alnSeq	mid	small	water	mid	0.08	0.07	0.00	19588	98%
alnSeq	mid	small	water	fast	0.05	0.04	0.00	19604	100%
bio-align	mid	small	needle	NA	0.08	0.07	0.01	153732	98%
emboss	mid	small	needle	NA	0.28	0.25	0.03	317516	99%
emboss	mid	small	water	NA	0.31	0.29	0.02	167556	99%
alnSeq	mid	small	needle	two-bit	0.14	0.13	0.00	5376	99%
alnSeq	mid	small	water	two-bit	0.15	0.14	0.00	5376	100%
alnSeq	mid	small	mem-water	byte	0.22	0.22	0.00	1024	100%
alnSeq	mid	small	mem-water	mid	0.19	0.19	0.00	1024	100%
alnSeq	mid	small	mem-water	fast	0.16	0.16	0.00	1024	100%
alnSeq	mid	small	hirschberg	byte	0.15	0.15	0.00	1024	100%
alnSeq	mid	small	hirschberg	mid	0.13	0.12	0.00	1024	99%
alnSeq	mid	small	hirschberg	fast	0.06	0.06	0.00	896	100%
bio-align	mid	small	hirschberg	NA	0.08	0.08	0.00	4736	100%
ssw_test	mid	small	water	NA	0.02	0.01	0.00	7296	95%
python	mid	small	blank	NA	0.06	0.03	0.01	12416	82%
sequence_align	mid	small	hirschberg	NA	0.33	0.30	0.01	12928	96%
sequence_align	mid	small	needle	NA	0.39	0.33	0.04	315148	97%
biopython	mid	small	needle	NA	0.31	0.49	0.26	53860	240%
alnSeq	mid	small	needle	byte	0.11	0.11	0.00	19644	99%
alnSeq	mid	small	needle	mid	0.09	0.08	0.00	19628	98%
alnSeq	mid	small	needle	fast	0.03	0.03	0.00	19640	100%
alnSeq	mid	small	water	byte	0.09	0.09	0.00	19540	100%
alnSeq	mid	small	water	mid	0.08	0.07	0.00	19544	98%
alnSeq	mid	small	water	fast	0.05	0.05	0.00	19560	100%
bio-align	mid	small	needle	NA	0.08	0.07	0.01	153732	98%
emboss	mid	small	needle	NA	0.28	0.25	0.03	317620	99%
emboss	mid	small	water	NA	0.32	0.30	0.01	167516	99%
alnSeq	mid	small	needle	two-bit	0.14	0.14	0.00	5376	99%
alnSeq	mid	small	water	two-bit	0.15	0.15	0.00	5376	100%
alnSeq	mid	small	mem-water	byte	0.21	0.21	0.00	1024	100%
alnSeq	mid	small	mem-water	mid	0.19	0.19	0.00	1024	100%
alnSeq	mid	small	mem-water	fast	0.16	0.16	0.00	1024	99%
alnSeq	mid	small	hirschberg	byte	0.14	0.14	0.00	1024	100%
alnSeq	mid	small	hirschberg	mid	0.13	0.13	0.00	1024	100%
alnSeq	mid	small	hirschberg	fast	0.06	0.06	0.00	896	100%
bio-align	mid	small	hirschberg	NA	0.08	0.08	0.00	4736	100%
ssw_test	mid	small	water	NA	0.02	0.02	0.00	7168	100%
python	mid	small	blank	NA	0.03	0.01	0.00	12288	71%
sequence_align	mid	small	hirschberg	NA	0.29	0.28	0.00	13056	96%
sequence_align	mid	small	needle	NA	0.38	0.34	0.03	315148	97%
biopython	mid	small	needle	NA	0.34	0.48	0.30	53732	230%
alnSeq	mid	small	needle	byte	0.11	0.11	0.00	19624	100%
alnSeq	mid	small	needle	mid	0.09	0.08	0.00	19644	97%
alnSeq	mid	small	needle	fast	0.03	0.03	0.00	19556	100%
alnSeq	mid	small	water	byte	0.09	0.09	0.00	19628	98%
alnSeq	mid	small	water	mid	0.08	0.08	0.00	19628	100%
alnSeq	mid	small	water	fast	0.05	0.04	0.00	19584	98%
bio-align	mid	small	needle	NA	0.08	0.07	0.01	153732	98%
emboss	mid	small	needle	NA	0.29	0.26	0.03	317524	100%
emboss	mid	small	water	NA	0.32	0.30	0.01	167712	100%
alnSeq	mid	small	needle	two-bit	0.14	0.13	0.00	5376	99%
alnSeq	mid	small	water	two-bit	0.15	0.14	0.00	5376	99%
alnSeq	mid	small	mem-water	byte	0.21	0.21	0.00	1024	100%
alnSeq	mid	small	mem-water	mid	0.19	0.19	0.00	1024	100%
alnSeq	mid	small	mem-water	fast	0.16	0.16	0.00	1024	99%
alnSeq	mid	small	hirschberg	byte	0.14	0.13	0.00	1024	99%
alnSeq	mid	small	hirschberg	mid	0.13	0.12	0.00	1024	99%
alnSeq	mid	small	hirschberg	fast	0.06	0.06	0.00	896	100%
bio-align	mid	small	hirschberg	NA	0.08	0.08	0.00	4864	100%
ssw_test	mid	small	water	NA	0.02	0.02	0.00	7168	95%
python	mid	small	blank	NA	0.03	0.02	0.00	12160	76%
sequence_align	mid	small	hirschberg	NA	0.29	0.27	0.01	12928	96%
sequence_align	mid	small	needle	NA	0.37	0.31	0.05	314124	97%
biopython	mid	small	needle	NA	0.32	0.45	0.30	53860	238%
alnSeq	mid	small	needle	byte	0.11	0.11	0.00	19652	99%
alnSeq	mid	small	needle	mid	0.09	0.08	0.00	19604	98%
alnSeq	mid	small	needle	fast	0.03	0.03	0.00	19600	100%
alnSeq	mid	small	water	byte	0.09	0.09	0.00	19644	100%
alnSeq	mid	small	water	mid	0.08	0.08	0.00	19548	98%
alnSeq	mid	small	water	fast	0.05	0.04	0.00	19636	100%
bio-align	mid	small	needle	NA	0.08	0.07	0.01	153732	98%
emboss	mid	small	needle	NA	0.29	0.26	0.03	317420	99%
emboss	mid	small	water	NA	0.32	0.30	0.02	167672	99%
alnSeq	mid	small	needle	two-bit	0.14	0.14	0.00	5376	98%
alnSeq	mid	small	water	two-bit	0.15	0.14	0.00	5376	100%
alnSeq	mid	small	mem-water	byte	0.21	0.21	0.00	1024	100%
alnSeq	mid	small	mem-water	mid	0.19	0.19	0.00	1024	100%
alnSeq	mid	small	mem-water	fast	0.16	0.16	0.00	1024	100%
alnSeq	mid	small	hirschberg	byte	0.14	0.14	0.00	1024	100%
alnSeq	mid	small	hirschberg	mid	0.13	0.12	0.00	1024	99%
alnSeq	mid	small	hirschberg	fast	0.06	0.06	0.00	896	100%
bio-align	mid	small	hirschberg	NA	0.08	0.08	0.00	4736	100%
ssw_test	mid	small	water	NA	0.02	0.01	0.00	7040	95%
python	mid	small	blank	NA	0.03	0.01	0.00	12288	74%
sequence_align	mid	small	hirschberg	NA	0.29	0.28	0.00	12928	97%
sequence_align	mid	small	needle	NA	0.37	0.32	0.04	315148	97%
biopython	mid	small	needle	NA	0.32	0.45	0.31	53732	239%
alnSeq	mid	small	needle	byte	0.11	0.11	0.00	19612	99%
alnSeq	mid	small	needle	mid	0.09	0.08	0.00	19524	98%
alnSeq	mid	small	needle	fast	0.03	0.03	0.00	19540	100%
alnSeq	mid	small	water	byte	0.09	0.09	0.00	19640	98%
alnSeq	mid	small	water	mid	0.08	0.08	0.00	19552	98%
alnSeq	mid	small	water	fast	0.05	0.05	0.00	19584	98%
bio-align	mid	small	needle	NA	0.08	0.07	0.01	153728	98%
emboss	mid	small	needle	NA	0.28	0.23	0.04	317532	99%
emboss	mid	small	water	NA	0.31	0.30	0.01	167696	99%
alnSeq	mid	small	needle	two-bit	0.14	0.13	0.00	5376	99%
alnSeq	mid	small	water	two-bit	0.15	0.14	0.00	5376	100%
alnSeq	mid	small	mem-water	byte	0.21	0.21	0.00	1024	100%
alnSeq	mid	small	mem-water	mid	0.19	0.19	0.00	1024	100%
alnSeq	mid	small	mem-water	fast	0.16	0.16	0.00	1024	99%
alnSeq	mid	small	hirschberg	byte	0.14	0.14	0.00	1024	100%
alnSeq	mid	small	hirschberg	mid	0.13	0.12	0.00	1024	99%
alnSeq	mid	small	hirschberg	fast	0.06	0.06	0.00	896	100%
bio-align	mid	small	hirschberg	NA	0.08	0.08	0.00	4736	100%
ssw_test	mid	small	water	NA	0.02	0.01	0.00	7168	95%
python	mid	small	blank	NA	0.06	0.04	0.01	12160	83%
sequence_align	mid	small	hirschberg	NA	0.29	0.28	0.00	13056	96%
sequence_align	mid	small	needle	NA	0.37	0.31	0.05	316684	97%
biopython	mid	small	needle	NA	0.32	0.45	0.30	53540	239%
alnSeq	mid	small	needle	byte	0.11	0.11	0.00	19576	99%
alnSeq	mid	small	needle	mid	0.09	0.08	0.00	19576	100%
alnSeq	mid	small	needle	fast	0.03	0.03	0.00	19584	100%
alnSeq	mid	small	water	byte	0.09	0.09	0.00	19588	98%
alnSeq	mid	small	water	mid	0.08	0.08	0.00	19540	98%
alnSeq	mid	small	water	fast	0.05	0.04	0.00	19540	98%
bio-align	mid	small	needle	NA	0.08	0.07	0.01	153732	98%
emboss	mid	small	needle	NA	0.29	0.26	0.02	317748	99%
emboss	mid	small	water	NA	0.32	0.29	0.02	167656	99%
alnSeq	mid	small	needle	two-bit	0.14	0.13	0.00	5376	99%
alnSeq	mid	small	water	two-bit	0.15	0.14	0.00	5376	99%
alnSeq	mid	small	mem-water	byte	0.22	0.22	0.00	1024	100%
alnSeq	mid	small	mem-water	mid	0.19	0.19	0.00	1024	100%
alnSeq	mid	small	mem-water	fast	0.16	0.16	0.00	1024	99%
alnSeq	mid	small	hirschberg	byte	0.14	0.14	0.00	1024	100%
alnSeq	mid	small	hirschberg	mid	0.13	0.12	0.00	1024	99%
alnSeq	mid	small	hirschberg	fast	0.06	0.06	0.00	896	100%
bio-align	mid	small	hirschberg	NA	0.08	0.08	0.00	4736	100%
ssw_test	mid	small	water	NA	0.02	0.01	0.00	7296	95%
python	mid	small	blank	NA	0.04	0.02	0.01	12288	77%
sequence_align	mid	small	hirschberg	NA	0.32	0.30	0.00	12928	96%
sequence_align	mid	small	needle	NA	0.39	0.33	0.05	315656	97%
biopython	mid	small	needle	NA	0.33	0.46	0.31	53864	234%
alnSeq	mid	small	needle	byte	0.11	0.11	0.00	19604	100%
alnSeq	mid	small	needle	mid	0.09	0.08	0.00	19584	98%
alnSeq	mid	small	needle	fast	0.03	0.03	0.00	19544	100%
alnSeq	mid	small	water	byte	0.09	0.09	0.00	19584	98%
alnSeq	mid	small	water	mid	0.08	0.07	0.00	19584	98%
alnSeq	mid	small	water	fast	0.05	0.05	0.00	19556	100%
bio-align	mid	small	needle	NA	0.08	0.07	0.01	153732	98%
emboss	mid	small	needle	NA	0.28	0.24	0.03	317516	99%
emboss	mid	small	water	NA	0.32	0.29	0.02	167628	99%
alnSeq	mid	mid	needle	two-bit	0.88	0.86	0.02	30336	99%
alnSeq	mid	mid	water	two-bit	0.96	0.94	0.01	30336	99%
alnSeq	mid	mid	mem-water	byte	1.95	1.95	0.00	1024	100%
alnSeq	mid	mid	mem-water	mid	1.77	1.77	0.00	1024	100%
alnSeq	mid	mid	mem-water	fast	1.27	1.27	0.00	1024	100%
alnSeq	mid	mid	hirschberg	byte	0.89	0.89	0.00	1024	100%
alnSeq	mid	mid	hirschberg	mid	0.81	0.81	0.00	1024	100%
alnSeq	mid	mid	hirschberg	fast	0.38	0.38	0.00	1024	99%
bio-align	mid	mid	hirschberg	NA	0.54	0.54	0.00	4608	100%
ssw_test	mid	mid	water	NA	0.11	0.10	0.01	25080	99%
python	mid	mid	blank	NA	0.03	0.01	0.00	12288	75%
sequence_align	mid	mid	hirschberg	NA	1.67	1.65	0.01	13824	99%
sequence_align	mid	mid	needle	NA	2.20	1.99	0.20	1909204	99%
biopython	mid	mid	needle	NA	1.15	1.09	0.40	153564	129%
alnSeq	mid	mid	needle	byte	0.73	0.73	0.00	119332	99%
alnSeq	mid	mid	needle	mid	0.57	0.57	0.00	119328	100%
alnSeq	mid	mid	needle	fast	0.23	0.19	0.04	119340	100%
alnSeq	mid	mid	water	byte	0.61	0.60	0.01	119324	100%
alnSeq	mid	mid	water	mid	0.51	0.49	0.01	119364	99%
alnSeq	mid	mid	water	fast	0.34	0.34	0.00	119284	100%
bio-align	mid	mid	needle	NA	0.52	0.45	0.07	951480	99%
